equity,timestamp_ms
1000.0000,59999
1000.0000,119999
1000.0000,179999
1000.0000,239999
1000.0000,299999
1000.0000,359999
1000.0000,419999
1000.0000,479999
1000.0000,539999
1000.0000,599999
999.979990232620252,659999
999.971754614620252,719999
999.966041821545191,779999
999.968107106359593,839999
1000.003961223203796,899999
1000.026531004538040,959999
1000.086955047624648,1019999
1000.030080816087894,1079999
999.973300118504006,1139999
1000.056489362345741,1199999
1000.215062824286356,1259999
1000.286638408515142,1319999
1000.457272488189699,1379999
1000.560810140935859,1439999
1000.656832557912019,1499999
1000.568522847221449,1559999
1000.341760451221449,1619999
1000.152916191221449,1679999
999.9373755312014689800199800,1739999
1000.094787080659011437562438,1799999
