fee,model_version,notional,price,quantity,realized_pnl,side,timestamp_ms
0.010009883631748,rule-baseline-0.1,10.009883631748,99.9090092,0.10019,0,BUY,659999
0.010009953014061,rule-baseline-0.1,10.009953014061,99.9695697,0.10013,0,BUY,779999
0.010009989587598,rule-baseline-0.1,10.009989587598,100.0798799,0.10002,0,BUY,839999
0.010009561358797,rule-baseline-0.1,10.009561358797,100.2660659,0.09983,0,BUY,899999
0.010009152909756,rule-baseline-0.1,10.009152909756,100.3725723,0.09972,0,BUY,959999
0.010009128521392,rule-baseline-0.1,10.009128521392,100.5336332,0.09956,0,BUY,1019999
0.010009027782754,rule-baseline-0.1,10.009027782754,100.4720717,0.09962,0,BUY,1079999
0.010009807695888,rule-baseline-0.1,10.009807695888,100.4194191,0.09968,0,BUY,1139999
0.010009627893265,rule-baseline-0.1,10.009627893265,100.5487483,0.09955,0,BUY,1199999
0.010009288674385,rule-baseline-0.1,10.009288674385,100.7477471,0.09935,0,BUY,1259999
0.010009342557214,rule-baseline-0.1,10.009342557214,100.8396389,0.09926,0,BUY,1319999
0.010009438882443,rule-baseline-0.1,10.009438882443,101.0136127,0.09909,0,BUY,1379999
0.01000957341384,rule-baseline-0.1,10.009573413840,101.1170160,0.09899,0,BUY,1439999
0.01000934318384,rule-baseline-0.1,10.009343183840,101.2067056,0.09890,0,BUY,1499999
0.01000955012057,rule-baseline-0.1,10.009550120570,101.1576566,0.09895,0,BUY,1559999
0.009989310009990009990009990005,rule-baseline-0.1,9.989310009990009990009990005,100.5466533466533466533466533,0.09935,-0.01282459875071596623012045346,SELL,1739999
0.009989863771228771228771228774,rule-baseline-0.1,9.989863771228771228771228774,100.6738261738261738261738262,0.09923,-0.000202368265164416603465650917,SELL,1799999
0.00998911474725274725274725275,rule-baseline-0.1,9.989114747252747252747252750,100.6764235764235764235764236,0.09922,0.00005510870012338735726374028,SELL,1859999
0.009989959009990009990009990011,rule-baseline-0.1,9.989959009990009990009990011,100.3915084915084915084915085,0.09951,-0.02826827842808806236902347843,SELL,2099999
0.009989094149850149850149850155,rule-baseline-0.1,9.989094149850149850149850155,100.2518481518481518481518482,0.09964,-0.04220704863317317020216190700,SELL,2159999
0.009989399475524475524475524471,rule-baseline-0.1,9.989399475524475524475524471,100.1443556443556443556443556,0.09975,-0.05296529937521513764630909829,SELL,2219999
0.009989658566433566433566433562,rule-baseline-0.1,9.989658566433566433566433562,100.1469530469530469530469530,0.09975,-0.05270646755703331946449091674,SELL,2279999
0.009989942481518481518481518478,rule-baseline-0.1,9.989942481518481518481518478,100.1397602397602397602397602,0.09976,-0.05342858830453890564300252526,SELL,2339999
0.009989578493506493506493506497,rule-baseline-0.1,9.989578493506493506493506497,100.1662337662337662337662338,0.09973,-0.05077495657650766159298217574,SELL,2399999
0.009989046857142857142857142862,rule-baseline-0.1,9.989046857142857142857142862,100.0505494505494505494505495,0.09984,-0.06236933239447370496120528033,SELL,2459999
