fee,model_version,notional,price,quantity,realized_pnl,side,timestamp_ms
0.01000979015036,rule-baseline-0.1,10.009790150360,100.3990988,0.09970,0,BUY,359999
0.010009380282902,rule-baseline-0.1,10.009380282902,100.6271266,0.09947,0,BUY,419999
0.0100099782783,rule-baseline-0.1,10.009978278300,100.6230225,0.09948,0,BUY,479999
0.0100092517525,rule-baseline-0.1,10.009251752500,100.5954950,0.09950,0,BUY,539999
0.010009570098528,rule-baseline-0.1,10.009570098528,100.7404398,0.09936,0,BUY,599999
0.010009368233865,rule-baseline-0.1,10.009368233865,100.7485479,0.09935,0,BUY,659999
0.009989792199800199800199800202,rule-baseline-0.1,9.989792199800199800199800202,100.1784215784215784215784216,0.09972,-0.05423878259913228312417401886,SELL,779999
0.009989498951048951048951048951,rule-baseline-0.1,9.989498951048951048951048951,100.0049950049950049950049950,0.09989,-0.07163750427024110150814905864,SELL,839999
0.009989130869130869130869130869,rule-baseline-0.1,9.989130869130869130869130869,99.89130869130869130869130869,0.10000,-0.08307365503903578912793804187,SELL,899999
0.009989673656343656343656343657,rule-baseline-0.1,9.989673656343656343656343657,99.70729270729270729270729271,0.10019,-0.1016496198607328342501582466,SELL,959999
0.009989996106893106893106893107,rule-baseline-0.1,9.989996106893106893106893107,99.61108891108891108891108891,0.10029,-0.1113897071551325093999255457,SELL,1019999
0.0100099983984,rule-baseline-0.1,10.009998398400,100.1400400,0.09996,0,BUY,1379999
0.010009428533104,rule-baseline-0.1,10.009428533104,100.4156153,0.09968,0,BUY,1439999
0.01000925351426,rule-baseline-0.1,10.009253514260,100.6865860,0.09941,0,BUY,1499999
0.01000987728741,rule-baseline-0.1,10.009877287410,100.8044037,0.09930,0,BUY,1559999
0.010009845337492,rule-baseline-0.1,10.009845337492,100.7837831,0.09932,0,BUY,1619999
0.01000919215296,rule-baseline-0.1,10.009192152960,100.7366360,0.09936,0,BUY,1679999
0.010009998194196,rule-baseline-0.1,10.009998194196,100.6232227,0.09948,0,BUY,1739999
0.009989939160839160839160839161,rule-baseline-0.1,9.989939160839160839160839161,100.4013986013986013986013986,0.09950,-0.02985504133720414531916796471,SELL,1859999
0.009989728993006993006993006997,rule-baseline-0.1,9.989728993006993006993006997,100.3589410589410589410589411,0.09954,-0.03408904091631992053870801326,SELL,1919999
0.00998999994005994005994005994,rule-baseline-0.1,9.989999940059940059940059940,100.1001998001998001998001998,0.09980,-0.05997463725649653538979428440,SELL,1979999
0.009989450193806193806193806193,rule-baseline-0.1,9.989450193806193806193806193,99.75484515484515484515484515,0.10014,-0.09472819003961998539524537272,SELL,2039999
0.009989908041958041958041958042,rule-baseline-0.1,9.989908041958041958041958042,99.45154845154845154845154845,0.10045,-0.1254571245754695410489784836,SELL,2099999
0.009989838404595404595404595404,rule-baseline-0.1,9.989838404595404595404595404,99.19410589410589410589410589,0.10071,-0.1516829647468149870688959197,SELL,2159999
0.009989072461538461538461538462,rule-baseline-0.1,9.989072461538461538461538462,99.02917082917082917082917083,0.10087,-0.1685443095198215444905126738,SELL,2219999
