equity,timestamp_ms
1000.0000,59999
1000.0000,119999
1000.0000,179999
1000.0000,239999
1000.0000,299999
1000.0000,359999
1000.0000,419999
1000.0000,479999
1000.0000,539999
999.97999053876925,599999
999.976628550047552,659999
999.949196034599642,719999
999.985362369662804,779999
1000.027249998122843,839999
1000.122327741451199,899999
1000.192761064957576,959999
1000.316136919279434,1019999
1000.283006709670023,1079999
1000.256204086027720,1139999
1000.409150510448442,1199999
1000.655251227932039,1259999
1000.798025118241169,1319999
1001.059883970378753,1379999
1001.245466662616513,1439999
1001.425239709469527,1499999
1001.398901817639515,1559999
1001.199312455030491,1619999
1001.054420940030491,1679999
1000.901529280030491,1739999
1001.207845943030491,1799999
1001.292469699030491,1859999
1001.542866359261667,1919999
1001.451587221938755,1979999
1001.193203891285403,2039999
1000.989193646285403,2099999
1000.792846730285403,2159999
1000.643212746746941461538462,2219999
1000.717150001935752650349650,2279999
1000.788023867935752650349650,2339999
1000.922084222935752650349650,2399999
1000.789336346935752650349650,2459999
1000.816148417935752650349650,2519999
1000.554215108935752650349650,2579999
1000.166929130481207195804196,2639999
999.8319554145910973056943057,2699999
1000.004967524591097305694306,2759999
999.8071195345910973056943057,2819999
999.5376166745910973056943057,2879999
999.4834140445910973056943057,2939999
999.2187776745910973056943057,2999999
999.4037042945910973056943057,3059999
999.6740462045910973056943057,3119999
999.7106287845910973056943057,3179999
1000.023762244591097305694306,3239999
999.9173707045910973056943057,3299999
1000.134181224591097305694306,3359999
1000.098605504591097305694306,3419999
1000.473828664591097305694306,3479999
1000.763133104591097305694306,3539999
1000.885298784591097305694306,3599999
1000.725879284591097305694306,3659999
1000.981453914591097305694306,3719999
1001.397287094591097305694306,3779999
1001.479346184591097305694306,3839999
1001.470452254591097305694306,3899999
1001.896186224591097305694306,3959999
1002.180624174591097305694306,4019999
1002.476305394591097305694306,4079999
1002.831391354591097305694306,4139999
1003.213494724591097305694306,4199999
1003.707862984591097305694306,4259999
1004.187463964591097305694306,4319999
1004.170347344591097305694306,4379999
1004.560841214591097305694306,4439999
1005.051685464591097305694306,4499999
1005.275711814591097305694306,4559999
1005.747257914591097305694306,4619999
1006.187255734591097305694306,4679999
1006.552074674591097305694306,4739999
1006.583455144591097305694306,4799999
1006.582112664591097305694306,4859999
1006.960692024591097305694306,4919999
1007.127998594591097305694306,4979999
1007.482916744591097305694306,5039999
1007.584945224591097305694306,5099999
1007.466303554591097305694306,5159999
1007.326350014591097305694306,5219999
1007.403710424591097305694306,5279999
1007.466303554591097305694306,5339999
1007.518156844591097305694306,5399999
1007.685127794591097305694306,5459999
1007.832632784591097305694306,5519999
1007.880123014591097305694306,5579999
1007.966209544591097305694306,5639999
1007.914020634591097305694306,5699999
1008.095591054591097305694306,5759999
1008.079984724591097305694306,5819999
1007.805279754591097305694306,5879999
1007.489125714591097305694306,5939999
1007.532756314591097305694306,5999999
1007.266106224591097305694306,6059999
1006.995093074591097305694306,6119999
1006.774590734591097305694306,6179999
1006.721394964591097305694306,6239999
1006.478573894591097305694306,6299999
1006.351709534591097305694306,6359999
1006.466323764591097305694306,6419999
1006.421854114591097305694306,6479999
1006.500221384591097305694306,6539999
1006.809663024591097305694306,6599999
1006.601075194591097305694306,6659999
1006.814026084591097305694306,6719999
1006.826276214591097305694306,6779999
1006.754453534591097305694306,6839999
1006.886016574591097305694306,6899999
1006.722401824591097305694306,6959999
1006.582280474591097305694306,7019999
1006.896420794591097305694306,7079999
1006.779792844591097305694306,7139999
1006.840036634591097305694306,7199999
