fee,model_version,notional,price,quantity,realized_pnl,side,timestamp_ms
0.01000973048075,rule-baseline-0.1,10.009730480750,100.2376375,0.09986,0,BUY,599999
0.010009325023698,rule-baseline-0.1,10.009325023698,100.4045042,0.09969,0,BUY,659999
0.01000962753791,rule-baseline-0.1,10.009627537910,100.3672670,0.09973,0,BUY,719999
0.010009260098838,rule-baseline-0.1,10.009260098838,100.5551547,0.09954,0,BUY,779999
0.010009617578961,rule-baseline-0.1,10.009617578961,100.7105099,0.09939,0,BUY,839999
0.010009383027644,rule-baseline-0.1,10.009383027644,100.9417409,0.09916,0,BUY,899999
0.010009246870623,rule-baseline-0.1,10.009246870623,101.0932923,0.09901,0,BUY,959999
0.010009393536142,rule-baseline-0.1,10.009393536142,101.2993982,0.09881,0,BUY,1019999
0.010009787198411,rule-baseline-0.1,10.009787198411,101.2828817,0.09883,0,BUY,1079999
0.010009035339303,rule-baseline-0.1,10.009035339303,101.2752741,0.09883,0,BUY,1139999
0.010009022301278,rule-baseline-0.1,10.009022301278,101.4496483,0.09866,0,BUY,1199999
0.010009710113403,rule-baseline-0.1,10.009710113403,101.6936921,0.09843,0,BUY,1259999
0.01000995082087,rule-baseline-0.1,10.009950820870,101.8306289,0.09830,0,BUY,1319999
0.010009029446416,rule-baseline-0.1,10.009029446416,102.0496477,0.09808,0,BUY,1379999
0.01000928152224,rule-baseline-0.1,10.009281522240,102.1980960,0.09794,0,BUY,1439999
0.010009174160986,rule-baseline-0.1,10.009174160986,102.3328306,0.09781,0,BUY,1499999
0.010009805818012,rule-baseline-0.1,10.009805818012,102.3288266,0.09782,0,BUY,1559999
0.010009560585024,rule-baseline-0.1,10.009560585024,102.2218197,0.09792,0,BUY,1619999
0.010009119944824,rule-baseline-0.1,10.009119944824,102.4265242,0.09772,0,BUY,1919999
0.010009498410912,rule-baseline-0.1,10.009498410912,102.3884862,0.09776,0,BUY,1979999
0.010009949301352,rule-baseline-0.1,10.009949301352,102.2675654,0.09788,0,BUY,2039999
0.009989370769230769230769230768,rule-baseline-0.1,9.989370769230769230769230768,101.8076923076923076923076923,0.09812,0.02139740167777969716856433795,SELL,2219999
0.00998996240559440559440559441,rule-baseline-0.1,9.989962405594405594405594410,101.8552447552447552447552448,0.09808,0.02604795883749586462244526327,SELL,2279999
0.00998967772727272727272727273,rule-baseline-0.1,9.989677727272727272727272730,101.5727272727272727272727273,0.09835,-0.001638143724853999956985215380,SELL,2639999
0.009989494945054945054945054945,rule-baseline-0.1,9.989494945054945054945054945,101.3956043956043956043956044,0.09852,-0.01907367099830305629132378373,SELL,2699999
